seed,n,Método,Custo,Tempo (s),Gap (%)
42,50,Farthest Insertion,592.095808885342,0.0,nan
42,51,Nearest Neighbor,738.6130073715843,0.0,nan
42,51,Cheapest Insertion,680.9954279224123,0.0023102760314941406,nan
42,51,Farthest Insertion,616.8630813820204,0.00046753883361816406,nan
42,52,Nearest Neighbor,741.3285563928205,0.0,nan
42,52,Cheapest Insertion,751.0543568133165,0.0,nan
42,52,Farthest Insertion,619.5786304032565,0.0,nan
42,53,Nearest Neighbor,747.1203153865598,0.0,nan
42,53,Cheapest Insertion,756.0360786932713,0.0022313594818115234,nan
42,53,Farthest Insertion,623.7737910388781,0.0030412673950195312,nan
42,54,Nearest Neighbor,751.8747961255286,0.0,nan
42,54,Cheapest Insertion,761.7293427556643,0.0,nan
42,54,Farthest Insertion,630.4326288264829,0.006421804428100586,nan
42,55,Nearest Neighbor,751.9304608060976,0.0,nan
42,55,Cheapest Insertion,764.0978525280833,0.0,nan
42,55,Farthest Insertion,630.4882935070517,0.0,nan
42,56,Nearest Neighbor,751.9512665359463,0.0,nan
42,56,Cheapest Insertion,761.6694374335458,0.0,nan
42,56,Farthest Insertion,633.3546208681178,0.005509376525878906,nan
42,57,Nearest Neighbor,756.4635578951488,0.0,nan
42,57,Cheapest Insertion,753.088210982141,0.004792928695678711,nan
42,57,Farthest Insertion,645.8286825312258,0.001974344253540039,nan
42,58,Nearest Neighbor,694.6626433650733,0.0,nan
42,58,Cheapest Insertion,755.3902932549558,0.0,nan
42,58,Farthest Insertion,648.1307648040406,0.00677800178527832,nan
42,59,Nearest Neighbor,728.752205929612,0.0,nan
42,59,Cheapest Insertion,756.0991389679397,0.0034182071685791016,nan
42,59,Farthest Insertion,648.8396105170244,0.0025818347930908203,nan
42,60,Nearest Neighbor,748.9203427831842,0.0,nan
42,60,Cheapest Insertion,730.0312766356631,0.0067043304443359375,nan
42,60,Farthest Insertion,648.9353169506982,0.0021271705627441406,nan
42,61,Nearest Neighbor,710.2831287165224,0.0,nan
42,61,Cheapest Insertion,730.2894313265853,0.003237485885620117,nan
42,61,Farthest Insertion,667.2205661826794,0.0,nan
42,62,Nearest Neighbor,710.9438106033793,0.0,nan
42,62,Cheapest Insertion,742.1992958190885,0.004068613052368164,nan
42,62,Farthest Insertion,667.9913252467773,0.0042912960052490234,nan
42,63,Nearest Neighbor,719.5002831372545,0.0,nan
42,63,Cheapest Insertion,750.7557683529637,0.0,nan
42,63,Farthest Insertion,694.0259976900454,0.006188869476318359,nan
42,64,Nearest Neighbor,729.6925601196693,0.0,nan
42,64,Cheapest Insertion,764.5831337367927,0.005055427551269531,nan
42,64,Farthest Insertion,719.1862020782576,0.003246784210205078,nan
42,65,Nearest Neighbor,729.7230627981343,0.0,nan
42,65,Cheapest Insertion,762.9032499543868,0.004353046417236328,nan
42,65,Farthest Insertion,719.2167047567225,0.00529170036315918,nan
42,66,Nearest Neighbor,730.4764410870047,0.0,nan
42,66,Cheapest Insertion,763.6566282432572,0.0,nan
42,66,Farthest Insertion,719.9700830455929,0.008458375930786133,nan
42,67,Nearest Neighbor,814.0268604690443,0.0,nan
42,67,Cheapest Insertion,778.4190540501069,0.003794431686401367,nan
42,67,Farthest Insertion,734.7325088524428,0.0027456283569335938,nan
42,68,Nearest Neighbor,823.2729388806952,0.0,nan
42,68,Cheapest Insertion,787.6651324617577,0.004686594009399414,nan
42,68,Farthest Insertion,758.4624578064276,0.003464221954345703,nan
42,69,Nearest Neighbor,827.0049484430549,0.0,nan
42,69,Cheapest Insertion,806.9388003737921,0.007774829864501953,nan
42,69,Farthest Insertion,762.1944673687873,0.004594087600708008,nan
42,70,Nearest Neighbor,839.0326150778762,0.0,nan
42,70,Cheapest Insertion,814.7450522387165,0.0,nan
42,70,Farthest Insertion,762.289855024857,0.008016347885131836,nan
42,71,Nearest Neighbor,830.9334716577988,0.0,nan
42,71,Cheapest Insertion,819.1416610131804,0.0017478466033935547,nan
42,71,Farthest Insertion,737.8851790977726,0.005654811859130859,nan
42,72,Nearest Neighbor,874.031389226864,0.0,nan
42,72,Cheapest Insertion,804.3000926552937,0.0050811767578125,nan
42,72,Farthest Insertion,746.1040569273488,0.0027823448181152344,nan
42,73,Nearest Neighbor,874.0405208832718,0.0009169578552246094,nan
42,73,Cheapest Insertion,819.2054537061123,0.0052378177642822266,nan
42,73,Farthest Insertion,755.2504488339669,0.0021245479583740234,nan
42,74,Nearest Neighbor,883.3274372238993,0.0,nan
42,74,Cheapest Insertion,835.5236870224263,0.009771585464477539,nan
42,74,Farthest Insertion,743.0312232113916,0.007277488708496094,nan
42,75,Nearest Neighbor,883.4885061301266,0.0,nan
42,75,Cheapest Insertion,809.2938026809974,0.009575128555297852,nan
42,75,Farthest Insertion,742.6594353051543,0.00466156005859375,nan
42,76,Nearest Neighbor,885.5787180622638,0.0,nan
42,76,Cheapest Insertion,778.5354636254575,0.006994962692260742,nan
42,76,Farthest Insertion,742.8684172687163,0.006790637969970703,nan
42,77,Nearest Neighbor,887.7036354131628,0.0,nan
42,77,Cheapest Insertion,788.9421426302647,0.00852346420288086,nan
42,77,Farthest Insertion,744.9933346196154,0.0,nan
42,78,Nearest Neighbor,895.3820768123161,0.002009153366088867,nan
42,78,Cheapest Insertion,825.3642854057065,0.006173372268676758,nan
42,78,Farthest Insertion,748.6306653350557,0.0014772415161132812,nan
42,79,Nearest Neighbor,895.4274954362478,0.0,nan
42,79,Cheapest Insertion,828.6824887356124,0.009335994720458984,nan
42,79,Farthest Insertion,748.6457340310744,0.00554656982421875,nan
42,80,Nearest Neighbor,896.7979486503891,0.0,nan
42,80,Cheapest Insertion,828.7009281774122,0.008158445358276367,nan
42,80,Farthest Insertion,753.1160275072182,0.007185697555541992,nan
42,81,Nearest Neighbor,897.8971585194166,0.0,nan
42,81,Cheapest Insertion,832.8212694519543,0.0,nan
42,81,Farthest Insertion,759.1296527500976,0.015457868576049805,nan
42,82,Nearest Neighbor,901.3414810004513,0.0,nan
42,82,Cheapest Insertion,836.2092074517585,0.008170127868652344,nan
42,82,Farthest Insertion,760.7496383415569,0.004153251647949219,nan
42,83,Nearest Neighbor,961.0515682430732,0.0,nan
42,83,Cheapest Insertion,836.4613525276827,0.009918689727783203,nan
42,83,Farthest Insertion,761.001783417481,0.0055849552154541016,nan
42,84,Nearest Neighbor,935.5917448949051,0.0,nan
42,84,Cheapest Insertion,865.6496851630243,0.008636951446533203,nan
42,84,Farthest Insertion,768.1413043591131,0.0055544376373291016,nan
42,85,Nearest Neighbor,949.592121173728,0.0,nan
42,85,Cheapest Insertion,867.0575148866429,0.009412765502929688,nan
42,85,Farthest Insertion,763.6868170168751,0.001352548599243164,nan
42,86,Nearest Neighbor,973.3381475160845,0.0015172958374023438,nan
42,86,Cheapest Insertion,884.7491497013561,0.006315946578979492,nan
42,86,Farthest Insertion,768.7073597191596,0.009251594543457031,nan
42,87,Nearest Neighbor,934.2190921684314,0.0,nan
42,87,Cheapest Insertion,886.1894041235516,0.0067408084869384766,nan
42,87,Farthest Insertion,777.8961425879439,0.00644373893737793,nan
42,88,Nearest Neighbor,926.6817866995949,0.0,nan
42,88,Cheapest Insertion,890.2883992409314,0.011611700057983398,nan
42,88,Farthest Insertion,777.9516471418534,0.005049943923950195,nan
42,89,Nearest Neighbor,928.0588305036962,0.0,nan
42,89,Cheapest Insertion,891.1937849025823,0.011434555053710938,nan
42,89,Farthest Insertion,779.3286909459545,0.006808757781982422,nan
42,90,Nearest Neighbor,936.057776953467,0.0,nan
42,90,Cheapest Insertion,897.2453821422883,0.010421514511108398,nan
42,90,Farthest Insertion,787.3276373957254,0.006072998046875,nan
42,91,Nearest Neighbor,936.0581185267681,0.0,nan
42,91,Cheapest Insertion,902.6722342455204,0.012433052062988281,nan
42,91,Farthest Insertion,788.608709160034,0.003616809844970703,nan
42,92,Nearest Neighbor,943.3326413104577,0.0,nan
42,92,Cheapest Insertion,913.9567557405686,0.008530855178833008,nan
42,92,Farthest Insertion,831.6154924353834,0.009915590286254883,nan
42,93,Nearest Neighbor,952.4860586553516,0.0,nan
42,93,Cheapest Insertion,926.8150337278736,0.0101318359375,nan
42,93,Farthest Insertion,831.6548637017136,0.007314443588256836,nan
42,94,Nearest Neighbor,952.4862963349788,0.0,nan
42,94,Cheapest Insertion,928.509412232673,0.008587360382080078,nan
42,94,Farthest Insertion,831.6551013813407,0.008033514022827148,nan
42,95,Nearest Neighbor,1051.3759287662238,0.0,nan
42,95,Cheapest Insertion,918.9616238211588,0.014926433563232422,nan
42,95,Farthest Insertion,835.6664681098483,0.007426738739013672,nan
42,96,Nearest Neighbor,1057.169183983499,0.0,nan
42,96,Cheapest Insertion,914.6844095449638,0.014071226119995117,nan
42,96,Farthest Insertion,841.2038272605474,0.008692026138305664,nan
42,97,Nearest Neighbor,1052.373941148271,0.0,nan
42,97,Cheapest Insertion,915.5785645033114,0.01794600486755371,nan
42,97,Farthest Insertion,841.2050735899139,0.010331153869628906,nan
42,98,Nearest Neighbor,1052.8776579312778,0.0,nan
42,98,Cheapest Insertion,919.1002277388363,0.012478828430175781,nan
42,98,Farthest Insertion,843.844592511679,0.007577657699584961,nan
42,99,Nearest Neighbor,1055.283791184073,0.0,nan
42,99,Cheapest Insertion,915.2165213527804,0.016704797744750977,nan
42,99,Farthest Insertion,852.8220996858994,0.006424427032470703,nan
42,100,Nearest Neighbor,1062.7877981744866,0.0,nan
42,100,Cheapest Insertion,919.53965742657,0.0053021907806396484,nan
42,100,Farthest Insertion,859.1889156424669,0.022363901138305664,nan
42,101,Nearest Neighbor,1065.2095047507032,0.0,nan
42,101,Cheapest Insertion,923.1327268484276,0.013988733291625977,nan
42,101,Farthest Insertion,862.7478132525297,0.011803150177001953,nan
42,102,Nearest Neighbor,1070.363940222411,0.0,nan
42,102,Cheapest Insertion,927.237372831298,0.016092300415039062,nan
42,102,Farthest Insertion,864.0858950762033,0.009835004806518555,nan
42,103,Nearest Neighbor,1072.8221657543622,0.0,nan
42,103,Cheapest Insertion,938.8748059552785,0.013463497161865234,nan
42,103,Farthest Insertion,873.0151884215848,0.013120889663696289,nan
42,104,Nearest Neighbor,1073.9540305961293,0.0,nan
42,104,Cheapest Insertion,941.1917793329454,0.016946792602539062,nan
42,104,Farthest Insertion,873.0211311773843,0.012950658798217773,nan
42,105,Nearest Neighbor,1021.6068764864106,0.0,nan
42,105,Cheapest Insertion,942.7606126201179,0.017060041427612305,nan
42,105,Farthest Insertion,875.760432482866,0.012061119079589844,nan
42,106,Nearest Neighbor,1024.2027164000888,0.0015022754669189453,nan
42,106,Cheapest Insertion,956.523659988216,0.01542806625366211,nan
42,106,Farthest Insertion,888.7646919927089,0.013086557388305664,nan
42,107,Nearest Neighbor,1026.5430261316983,0.0,nan
42,107,Cheapest Insertion,966.2795470072857,0.01581573486328125,nan
42,107,Farthest Insertion,910.4551688458147,0.006730079650878906,nan
42,108,Nearest Neighbor,1033.5129392510673,0.0,nan
42,108,Cheapest Insertion,973.2494601266546,0.0171506404876709,nan
42,108,Farthest Insertion,887.6705602884053,0.014219045639038086,nan
42,109,Nearest Neighbor,1034.041253547408,0.0,nan
42,109,Cheapest Insertion,983.9634069826436,0.01825404167175293,nan
42,109,Farthest Insertion,888.1988745847459,0.012887954711914062,nan
42,110,Nearest Neighbor,1041.8729857351584,0.0,nan
42,110,Cheapest Insertion,1005.0448805360062,0.011072158813476562,nan
42,110,Farthest Insertion,898.5062169303518,0.020807266235351562,nan
42,111,Nearest Neighbor,1043.628984116072,0.0,nan
42,111,Cheapest Insertion,1006.0728730695736,0.021142244338989258,nan
42,111,Farthest Insertion,899.5932525289099,0.007368803024291992,nan
42,112,Nearest Neighbor,1044.6959917620675,0.0,nan
42,112,Cheapest Insertion,1005.9042711170914,0.016538381576538086,nan
42,112,Farthest Insertion,911.1215584265719,0.016967058181762695,nan
42,113,Nearest Neighbor,1073.8741606335188,0.002599954605102539,nan
42,113,Cheapest Insertion,1006.4348307515843,0.011211156845092773,nan
42,113,Farthest Insertion,913.7995587376739,0.01691722869873047,nan
42,114,Nearest Neighbor,1079.134984121708,0.0,nan
42,114,Cheapest Insertion,1017.8067095964149,0.025502443313598633,nan
42,114,Farthest Insertion,919.0603822258631,0.00731205940246582,nan
42,115,Nearest Neighbor,1089.8212162225775,0.0,nan
42,115,Cheapest Insertion,1028.3383833048997,0.016365766525268555,nan
42,115,Farthest Insertion,919.6599980030372,0.01671600341796875,nan
42,116,Nearest Neighbor,1091.182214195947,0.0,nan
42,116,Cheapest Insertion,1029.8740613774112,0.026555299758911133,nan
42,116,Farthest Insertion,923.5541413523703,0.0052721500396728516,nan
42,117,Nearest Neighbor,1117.6342093332028,0.002963542938232422,nan
42,117,Cheapest Insertion,1031.310655615826,0.020876169204711914,nan
42,117,Farthest Insertion,924.1182590531826,0.016306400299072266,nan
42,118,Nearest Neighbor,1119.986955423428,0.0,nan
42,118,Cheapest Insertion,1032.4180472227144,0.026293039321899414,nan
42,118,Farthest Insertion,925.2256506600712,0.01723790168762207,nan
42,119,Nearest Neighbor,1124.0875473002302,0.0,nan
42,119,Cheapest Insertion,1033.589035268176,0.025384902954101562,nan
42,119,Farthest Insertion,928.8696851367758,0.0046617984771728516,nan
42,120,Nearest Neighbor,1126.6487883870584,0.0,nan
42,120,Cheapest Insertion,1037.5986889603907,0.015845060348510742,nan
42,120,Farthest Insertion,931.4309262236042,0.01598072052001953,nan
42,121,Nearest Neighbor,1126.9699898463818,0.0028367042541503906,nan
42,121,Cheapest Insertion,1037.62731928029,0.02149224281311035,nan
42,121,Farthest Insertion,937.4104470206682,0.01710200309753418,nan
42,122,Nearest Neighbor,1129.2882470247387,0.0,nan
42,122,Cheapest Insertion,1033.5253196773606,0.02691507339477539,nan
42,122,Farthest Insertion,939.728704199025,0.009380102157592773,nan
42,123,Nearest Neighbor,1131.0727068164097,0.0,nan
42,123,Cheapest Insertion,1033.8905080145264,0.030924081802368164,nan
42,123,Farthest Insertion,940.0938925361907,0.01704859733581543,nan
42,124,Nearest Neighbor,1170.5704757159135,0.0,nan
42,124,Cheapest Insertion,1060.5893309442663,0.03070998191833496,nan
42,124,Farthest Insertion,940.5280993833313,0.010236978530883789,nan
42,125,Nearest Neighbor,1177.003452631752,0.0,nan
42,125,Cheapest Insertion,1073.795203341803,0.026569604873657227,nan
42,125,Farthest Insertion,941.943241745619,0.0215303897857666,nan
42,126,Nearest Neighbor,1191.0710597655136,0.0,nan
42,126,Cheapest Insertion,1082.203803202439,0.032358646392822266,nan
42,126,Farthest Insertion,951.760288554973,0.010551691055297852,nan
42,127,Nearest Neighbor,1192.183392266946,0.0010187625885009766,nan
42,127,Cheapest Insertion,1084.2991460824983,0.027209043502807617,nan
42,127,Farthest Insertion,952.3249097530875,0.016599655151367188,nan
