seed,n,Método,Custo,Tempo (s),Gap (%)
42,128,Nearest Neighbor,1200.0113833005562,0.0,nan
42,128,Cheapest Insertion,1088.9794147023401,0.023850202560424805,nan
42,128,Farthest Insertion,974.5914248765916,0.016240835189819336,nan
42,129,Nearest Neighbor,1205.7863696168624,0.0,nan
42,129,Cheapest Insertion,1089.6198578970943,0.030150175094604492,nan
42,129,Farthest Insertion,975.2318680713456,0.015482664108276367,nan
42,130,Nearest Neighbor,1205.8275156580269,0.0,nan
42,130,Cheapest Insertion,1084.768491822618,0.03159737586975098,nan
42,130,Farthest Insertion,975.27301411251,0.0217592716217041,nan
42,131,Nearest Neighbor,1208.7308143642854,0.0,nan
42,131,Cheapest Insertion,1090.808491923826,0.02830815315246582,nan
42,131,Farthest Insertion,978.1763128187687,0.02165079116821289,nan
42,132,Nearest Neighbor,1210.6672594550525,0.0,nan
42,132,Cheapest Insertion,1092.744937014593,0.03165268898010254,nan
42,132,Farthest Insertion,981.1269985871841,0.025052547454833984,nan
42,133,Nearest Neighbor,1214.0838693786116,0.0,nan
42,133,Cheapest Insertion,1092.9060891393153,0.03299093246459961,nan
42,133,Farthest Insertion,981.4419829321064,0.018710851669311523,nan
42,134,Nearest Neighbor,1212.3110612104024,0.0,nan
42,134,Cheapest Insertion,1105.3767052013552,0.031604766845703125,nan
42,134,Farthest Insertion,987.969779041013,0.009985685348510742,nan
42,135,Nearest Neighbor,1214.0517569387744,0.0,nan
42,135,Cheapest Insertion,1109.571272429235,0.033338308334350586,nan
42,135,Farthest Insertion,990.7843517826022,0.023021459579467773,nan
42,136,Nearest Neighbor,1220.3389003780637,0.0,nan
42,136,Cheapest Insertion,1115.9979406259806,0.035318613052368164,nan
42,136,Farthest Insertion,998.372867697892,0.023077964782714844,nan
42,137,Nearest Neighbor,1226.9606149490558,0.0,nan
42,137,Cheapest Insertion,1122.619655196973,0.04309391975402832,nan
42,137,Farthest Insertion,999.9899837013362,0.022934675216674805,nan
42,138,Nearest Neighbor,1229.4181005349255,0.0,nan
42,138,Cheapest Insertion,1122.4043570596402,0.04381370544433594,nan
42,138,Farthest Insertion,1001.2638854011494,0.022998809814453125,nan
42,139,Nearest Neighbor,1232.119217646945,0.0,nan
42,139,Cheapest Insertion,1100.043789490566,0.04405689239501953,nan
42,139,Farthest Insertion,1003.9650025131688,0.022711515426635742,nan
42,140,Nearest Neighbor,1180.4742735332613,0.0,nan
42,140,Cheapest Insertion,1108.288200563218,0.04333758354187012,nan
42,140,Farthest Insertion,1006.0937314452542,0.02296137809753418,nan
42,141,Nearest Neighbor,1220.6928204219664,0.0,nan
42,141,Cheapest Insertion,1110.6000612624641,0.040040016174316406,nan
42,141,Farthest Insertion,1006.5324680467123,0.026503324508666992,nan
42,142,Nearest Neighbor,1221.532366229331,0.0,nan
42,142,Cheapest Insertion,1100.2334693501994,0.033530235290527344,nan
42,142,Farthest Insertion,1011.2788653545895,0.03311753273010254,nan
42,143,Nearest Neighbor,1243.3127956045953,0.0,nan
42,143,Cheapest Insertion,1105.864772932225,0.04057931900024414,nan
42,143,Farthest Insertion,1017.0193964174722,0.023329973220825195,nan
42,144,Nearest Neighbor,1178.9211643450951,0.0,nan
42,144,Cheapest Insertion,1109.5685972549857,0.046901702880859375,nan
42,144,Farthest Insertion,1020.5633901217723,0.024465560913085938,nan
42,145,Nearest Neighbor,1178.9273413966218,0.0,nan
42,145,Cheapest Insertion,1123.928674063601,0.043325185775756836,nan
42,145,Farthest Insertion,1020.7051639982233,0.03271913528442383,nan
42,146,Nearest Neighbor,1183.662870051304,0.0,nan
42,146,Cheapest Insertion,1128.664202718283,0.04423260688781738,nan
42,146,Farthest Insertion,1025.4406926529055,0.031441450119018555,nan
42,147,Nearest Neighbor,1183.959739794366,0.0,nan
42,147,Cheapest Insertion,1128.6642308355977,0.04777836799621582,nan
42,147,Farthest Insertion,1025.9954122613346,0.024104595184326172,nan
42,148,Nearest Neighbor,1184.465204639321,0.0,nan
42,148,Cheapest Insertion,1129.1696956805529,0.0491185188293457,nan
42,148,Farthest Insertion,1026.5008771062896,0.030102252960205078,nan
42,149,Nearest Neighbor,1186.47976939457,0.0,nan
42,149,Cheapest Insertion,1132.4318538932357,0.04938173294067383,nan
42,149,Farthest Insertion,1028.5154418615386,0.030590534210205078,nan
42,150,Nearest Neighbor,1190.8621000281148,0.0,nan
42,150,Cheapest Insertion,1134.1114531118326,0.04996609687805176,nan
42,150,Farthest Insertion,1032.8977724950832,0.020322799682617188,nan
42,151,Nearest Neighbor,1183.2004120698864,0.0,nan
42,151,Cheapest Insertion,1145.6250566236417,0.04882526397705078,nan
42,151,Farthest Insertion,1034.8300492190922,0.03002452850341797,nan
42,152,Nearest Neighbor,1185.447263000585,0.0,nan
42,152,Cheapest Insertion,1148.031122568461,0.0492403507232666,nan
42,152,Farthest Insertion,1036.7356141909572,0.03216361999511719,nan
42,153,Nearest Neighbor,1186.3654124497132,0.0,nan
42,153,Cheapest Insertion,1149.7504830224987,0.05024266242980957,nan
42,153,Farthest Insertion,1037.0269744039342,0.03339529037475586,nan
42,154,Nearest Neighbor,1196.9932053208897,0.0,nan
42,154,Cheapest Insertion,1141.0623351253494,0.04540419578552246,nan
42,154,Farthest Insertion,1041.7898508473033,0.033036231994628906,nan
42,155,Nearest Neighbor,1202.8160710848424,0.0,nan
42,155,Cheapest Insertion,1153.9789703874699,0.041465044021606445,nan
42,155,Farthest Insertion,1047.6127166112562,0.029955625534057617,nan
42,156,Nearest Neighbor,1203.278207287362,0.0,nan
42,156,Cheapest Insertion,1152.4179570301144,0.05444812774658203,nan
42,156,Farthest Insertion,1050.696045382335,0.028849363327026367,nan
42,157,Nearest Neighbor,1185.3397573212221,0.0,nan
42,157,Cheapest Insertion,1149.5270834232076,0.05169939994812012,nan
42,157,Farthest Insertion,1051.486161484735,0.03881692886352539,nan
42,158,Nearest Neighbor,1187.9159260478946,0.0,nan
42,158,Cheapest Insertion,1152.1032521498803,0.05125594139099121,nan
42,158,Farthest Insertion,1040.298774277912,0.03333592414855957,nan
42,159,Nearest Neighbor,1194.0831442759609,0.0,nan
42,159,Cheapest Insertion,1155.4485388593405,0.054784297943115234,nan
42,159,Farthest Insertion,1045.5128708710945,0.03222537040710449,nan
42,160,Nearest Neighbor,1195.0854327172276,0.0,nan
42,160,Cheapest Insertion,1157.9049221140936,0.05725216865539551,nan
42,160,Farthest Insertion,1046.515159312361,0.03319692611694336,nan
42,161,Nearest Neighbor,1199.1684271684717,0.0,nan
42,161,Cheapest Insertion,1161.9879165653376,0.06108450889587402,nan
42,161,Farthest Insertion,1049.9066588681396,0.033529043197631836,nan
42,162,Nearest Neighbor,1197.5980893291942,0.0,nan
42,162,Cheapest Insertion,1163.4702688670811,0.06754875183105469,nan
42,162,Farthest Insertion,1060.7589982273798,0.033514976501464844,nan
42,163,Nearest Neighbor,1227.6484814501705,0.0,nan
42,163,Cheapest Insertion,1164.4934093921368,0.06706738471984863,nan
42,163,Farthest Insertion,1061.7821387524355,0.032671451568603516,nan
42,164,Nearest Neighbor,1164.2582682403902,0.0,nan
42,164,Cheapest Insertion,1166.9664729206297,0.08912181854248047,nan
42,164,Farthest Insertion,1066.7226831416172,0.027903318405151367,nan
42,165,Nearest Neighbor,1164.3526678945275,0.014799118041992188,nan
42,165,Cheapest Insertion,1167.8131429530565,0.05760908126831055,nan
42,165,Farthest Insertion,1066.8170827957547,0.043871164321899414,nan
42,166,Nearest Neighbor,1166.3253511880473,0.0,nan
42,166,Cheapest Insertion,1172.6379180055096,0.058611154556274414,nan
42,166,Farthest Insertion,1068.7897660892743,0.03315091133117676,nan
42,167,Nearest Neighbor,1191.0301647260937,0.0,nan
42,167,Cheapest Insertion,1173.4363312188996,0.06724023818969727,nan
42,167,Farthest Insertion,1071.8285587434577,0.03404498100280762,nan
42,168,Nearest Neighbor,1191.2794588830645,0.013131856918334961,nan
42,168,Cheapest Insertion,1169.1475052131245,0.06914782524108887,nan
42,168,Farthest Insertion,1073.6614392192978,0.03394651412963867,nan
42,169,Nearest Neighbor,1251.6496998952025,0.005380868911743164,nan
42,169,Cheapest Insertion,1171.2537550999286,0.06795454025268555,nan
42,169,Farthest Insertion,1078.2797470751009,0.035471200942993164,nan
42,170,Nearest Neighbor,1253.7934907995536,0.0,nan
42,170,Cheapest Insertion,1188.3095241388505,0.06881213188171387,nan
42,170,Farthest Insertion,1083.283080284595,0.04086780548095703,nan
42,171,Nearest Neighbor,1254.2717987003405,0.007785320281982422,nan
42,171,Cheapest Insertion,1192.3179264000628,0.05948185920715332,nan
42,171,Farthest Insertion,1085.0785856651091,0.049469947814941406,nan
42,172,Nearest Neighbor,1255.349429838379,0.0,nan
42,172,Cheapest Insertion,1193.1353321899692,0.07427668571472168,nan
42,172,Farthest Insertion,1086.5089238808696,0.0428004264831543,nan
42,173,Nearest Neighbor,1268.6911731882158,0.0,nan
42,173,Cheapest Insertion,1198.43569414787,0.08165669441223145,nan
42,173,Farthest Insertion,1091.0986327943722,0.03452730178833008,nan
42,174,Nearest Neighbor,1270.277646753976,0.0021750926971435547,nan
42,174,Cheapest Insertion,1202.557512610461,0.07340335845947266,nan
42,174,Farthest Insertion,1097.2874466700416,0.043112754821777344,nan
42,175,Nearest Neighbor,1271.6042978905168,0.0,nan
42,175,Cheapest Insertion,1203.8841637470018,0.08286643028259277,nan
42,175,Farthest Insertion,1098.1254655311327,0.04134249687194824,nan
42,176,Nearest Neighbor,1272.0263779094112,0.0,nan
42,176,Cheapest Insertion,1207.5006078509446,0.07645249366760254,nan
42,176,Farthest Insertion,1093.7493041836767,0.044862985610961914,nan
42,177,Nearest Neighbor,1268.2465039150889,0.0,nan
42,177,Cheapest Insertion,1215.3047752881503,0.08095288276672363,nan
42,177,Farthest Insertion,1093.7874480927505,0.04722404479980469,nan
42,178,Nearest Neighbor,1270.1424782779688,0.006734132766723633,nan
42,178,Cheapest Insertion,1215.3458449777909,0.07538151741027832,nan
42,178,Farthest Insertion,1099.9882074509233,0.049523115158081055,nan
42,179,Nearest Neighbor,1270.3336594420132,0.0,nan
42,179,Cheapest Insertion,1215.442989045359,0.08373832702636719,nan
42,179,Farthest Insertion,1100.5614040266853,0.04980754852294922,nan
42,180,Nearest Neighbor,1270.3404407461378,0.0,nan
42,180,Cheapest Insertion,1215.7709258191933,0.09104156494140625,nan
42,180,Farthest Insertion,1100.56818533081,0.04403829574584961,nan
42,181,Nearest Neighbor,1279.373837167505,0.0,nan
42,181,Cheapest Insertion,1221.2949308790064,0.08039045333862305,nan
42,181,Farthest Insertion,1103.3401325026778,0.053366899490356445,nan
42,182,Nearest Neighbor,1318.3407140046693,0.0,nan
42,182,Cheapest Insertion,1228.382174679415,0.08836770057678223,nan
42,182,Farthest Insertion,1113.2406489023278,0.056095123291015625,nan
42,183,Nearest Neighbor,1319.2062187172442,0.0,nan
42,183,Cheapest Insertion,1230.3475330809185,0.09742617607116699,nan
42,183,Farthest Insertion,1114.1061536149027,0.05229997634887695,nan
42,184,Nearest Neighbor,1322.8207868607285,0.0,nan
42,184,Cheapest Insertion,1236.4985721714436,0.09602880477905273,nan
42,184,Farthest Insertion,1117.720721758387,0.04944109916687012,nan
42,185,Nearest Neighbor,1324.2025434956538,0.0,nan
42,185,Cheapest Insertion,1239.5763698125254,0.0897529125213623,nan
42,185,Farthest Insertion,1119.7910829356156,0.05898094177246094,nan
42,186,Nearest Neighbor,1324.9804347961249,0.0,nan
42,186,Cheapest Insertion,1239.881403566567,0.09416794776916504,nan
42,186,Farthest Insertion,1120.5689742360867,0.041660308837890625,nan
42,187,Nearest Neighbor,1325.4589694942722,0.0,nan
42,187,Cheapest Insertion,1240.3947319170168,0.1001427173614502,nan
42,187,Farthest Insertion,1121.350760850404,0.05116844177246094,nan
42,188,Nearest Neighbor,1337.9398104311426,0.0,nan
42,188,Cheapest Insertion,1241.9967982522219,0.09319853782653809,nan
42,188,Farthest Insertion,1125.7382479785515,0.05946969985961914,nan
42,189,Nearest Neighbor,1309.8935453239749,0.004269599914550781,nan
42,189,Cheapest Insertion,1245.8616544061117,0.0987248420715332,nan
42,189,Farthest Insertion,1125.9214384054887,0.05344748497009277,nan
42,190,Nearest Neighbor,1311.1579023517895,0.0,nan
42,190,Cheapest Insertion,1243.232956990795,0.10020279884338379,nan
42,190,Farthest Insertion,1126.3998524300987,0.05763101577758789,nan
42,191,Nearest Neighbor,1283.5034569567365,0.0031478404998779297,nan
42,191,Cheapest Insertion,1243.7905782603582,0.10272550582885742,nan
42,191,Farthest Insertion,1128.7635614013177,0.08138656616210938,nan
42,192,Nearest Neighbor,1289.824330623738,0.0018770694732666016,nan
42,192,Cheapest Insertion,1253.096765750079,0.13233566284179688,nan
42,192,Farthest Insertion,1137.1994311616158,0.07301926612854004,nan
42,193,Nearest Neighbor,1290.408230347278,0.0,nan
42,193,Cheapest Insertion,1252.124169761412,0.10528039932250977,nan
42,193,Farthest Insertion,1139.4180430836484,0.05983901023864746,nan
42,194,Nearest Neighbor,1313.2347240131755,0.0,nan
42,194,Cheapest Insertion,1255.1724979592466,0.10220456123352051,nan
42,194,Farthest Insertion,1140.4527375760772,0.0586855411529541,nan
42,195,Nearest Neighbor,1313.7268163305118,0.0,nan
42,195,Cheapest Insertion,1263.224012696264,0.09863638877868652,nan
42,195,Farthest Insertion,1141.4519699813604,0.06098318099975586,nan
42,196,Nearest Neighbor,1272.3249624489633,0.013135433197021484,nan
42,196,Cheapest Insertion,1260.824278743462,0.1026155948638916,nan
42,196,Farthest Insertion,1150.2122707048145,0.05767941474914551,nan
42,197,Nearest Neighbor,1315.719884544429,0.0,nan
42,197,Cheapest Insertion,1251.6875623446017,0.1071171760559082,nan
42,197,Farthest Insertion,1158.371226125515,0.06545090675354004,nan
42,198,Nearest Neighbor,1367.9287113924279,0.00825810432434082,nan
42,198,Cheapest Insertion,1256.9541896012258,0.10596776008605957,nan
42,198,Farthest Insertion,1161.140776254873,0.06653761863708496,nan
42,199,Nearest Neighbor,1369.8395530114997,0.0,nan
42,199,Cheapest Insertion,1256.984207561712,0.10571575164794922,nan
42,199,Farthest Insertion,1163.0516178739447,0.06604862213134766,nan
42,200,Nearest Neighbor,1370.9076366329896,0.008009910583496094,nan
42,200,Cheapest Insertion,1297.0049160812925,0.09806942939758301,nan
42,200,Farthest Insertion,1166.0726820195594,0.07288360595703125,nan
42,201,Nearest Neighbor,1352.063875664926,0.0,nan
42,201,Cheapest Insertion,1302.9990512430043,0.10455870628356934,nan
42,201,Farthest Insertion,1166.0791434814623,0.07530093193054199,nan
42,202,Nearest Neighbor,1352.4174329252771,0.0,nan
42,202,Cheapest Insertion,1304.8178100885095,0.11593914031982422,nan
42,202,Farthest Insertion,1166.3373570416593,0.07282233238220215,nan
42,203,Nearest Neighbor,1356.6644425883603,0.0,nan
42,203,Cheapest Insertion,1307.691078785589,0.11397457122802734,nan
42,203,Farthest Insertion,1162.84258501247,0.0654597282409668,nan
42,204,Nearest Neighbor,1356.9399988571802,0.0,nan
42,204,Cheapest Insertion,1308.4678018939771,0.11536574363708496,nan
42,204,Farthest Insertion,1163.11814128129,0.06498837471008301,nan
42,205,Nearest Neighbor,1358.5977353215383,0.0,nan
42,205,Cheapest Insertion,1308.4806150154106,0.11844205856323242,nan
42,205,Farthest Insertion,1166.9565301202226,0.06153750419616699,nan
42,206,Nearest Neighbor,1358.6581321560782,0.0,nan
42,206,Cheapest Insertion,1308.5410118499506,0.13137555122375488,nan
42,206,Farthest Insertion,1162.8373035358702,0.06388330459594727,nan
42,207,Nearest Neighbor,1350.365093406386,0.0,nan
42,207,Cheapest Insertion,1305.6372996818016,0.12223148345947266,nan
42,207,Farthest Insertion,1170.3959487136674,0.07419323921203613,nan
42,208,Nearest Neighbor,1347.0514996836207,0.0004763603210449219,nan
42,208,Cheapest Insertion,1310.6834986181464,0.1152193546295166,nan
42,208,Farthest Insertion,1175.562985946766,0.08210372924804688,nan
42,209,Nearest Neighbor,1350.7779372415544,0.002961397171020508,nan
42,209,Cheapest Insertion,1313.8391191391074,0.1192319393157959,nan
42,209,Farthest Insertion,1175.566983457789,0.08290457725524902,nan
42,210,Nearest Neighbor,1351.2323805286817,0.0010142326354980469,nan
42,210,Cheapest Insertion,1314.4474865015918,0.13101649284362793,nan
42,210,Farthest Insertion,1176.0214267449167,0.06820988655090332,nan
42,211,Nearest Neighbor,1351.3593907797117,0.0,nan
42,211,Cheapest Insertion,1316.3820180561904,0.1230630874633789,nan
42,211,Farthest Insertion,1177.9559582995153,0.09716796875,nan
42,212,Nearest Neighbor,1354.0383027638475,0.0,nan
42,212,Cheapest Insertion,1316.5547023329555,0.12451577186584473,nan
42,212,Farthest Insertion,1175.0267288220093,0.07431602478027344,nan
42,213,Nearest Neighbor,1355.1229901024153,0.0013043880462646484,nan
42,213,Cheapest Insertion,1317.6393896715233,0.13548517227172852,nan
42,213,Farthest Insertion,1183.83558637293,0.07387328147888184,nan
42,214,Nearest Neighbor,1355.4094616534737,0.0009608268737792969,nan
42,214,Cheapest Insertion,1317.7395634512218,0.13625693321228027,nan
42,214,Farthest Insertion,1184.1220579239885,0.08228492736816406,nan
42,215,Nearest Neighbor,1367.3660218512862,0.008612394332885742,nan
42,215,Cheapest Insertion,1329.2385631262698,0.13334941864013672,nan
42,215,Farthest Insertion,1206.2862249006055,0.08028507232666016,nan
42,216,Nearest Neighbor,1368.2572539858609,0.0,nan
42,216,Cheapest Insertion,1329.2775802149347,0.13542938232421875,nan
42,216,Farthest Insertion,1207.1774570351802,0.08057212829589844,nan
42,217,Nearest Neighbor,1368.297624565747,0.0,nan
42,217,Cheapest Insertion,1329.3179507948207,0.14479279518127441,nan
42,217,Farthest Insertion,1207.2178276150664,0.07990097999572754,nan
42,218,Nearest Neighbor,1368.5020997142913,0.0,nan
42,218,Cheapest Insertion,1334.3656486000154,0.13613057136535645,nan
42,218,Farthest Insertion,1207.422302763611,0.08888483047485352,nan
42,219,Nearest Neighbor,1325.2195196111304,0.0,nan
42,219,Cheapest Insertion,1334.3775659375779,0.15058350563049316,nan
42,219,Farthest Insertion,1207.434220101173,0.0752863883972168,nan
42,220,Nearest Neighbor,1360.266032960848,0.0,nan
42,220,Cheapest Insertion,1334.6295991256404,0.13305974006652832,nan
42,220,Farthest Insertion,1209.2362833293612,0.09731650352478027,nan
42,221,Nearest Neighbor,1363.6943878050747,0.0,nan
42,221,Cheapest Insertion,1338.0579539698672,0.15143227577209473,nan
42,221,Farthest Insertion,1204.334281558369,0.07808566093444824,nan
42,222,Nearest Neighbor,1366.4324510000336,0.0,nan
42,222,Cheapest Insertion,1341.387364522808,0.15531492233276367,nan
42,222,Farthest Insertion,1204.383220659877,0.08399677276611328,nan
42,223,Nearest Neighbor,1335.43107302302,0.0012404918670654297,nan
42,223,Cheapest Insertion,1341.3883476627248,0.15624737739562988,nan
42,223,Farthest Insertion,1205.1329474322936,0.08520317077636719,nan
42,224,Nearest Neighbor,1339.4257517323017,0.0015530586242675781,nan
42,224,Cheapest Insertion,1341.5720788793403,0.1571662425994873,nan
42,224,Farthest Insertion,1208.2390498897678,0.09557628631591797,nan
42,225,Nearest Neighbor,1340.744253870641,0.0,nan
42,225,Cheapest Insertion,1358.2100383185123,0.15611577033996582,nan
42,225,Farthest Insertion,1209.5575520281066,0.09807300567626953,nan
42,226,Nearest Neighbor,1374.3390582697825,0.0,nan
42,226,Cheapest Insertion,1359.2952365815966,0.16782450675964355,nan
42,226,Farthest Insertion,1214.0781947691983,0.08870387077331543,nan
42,227,Nearest Neighbor,1374.6419574534673,0.0012774467468261719,nan
42,227,Cheapest Insertion,1365.3309770729622,0.16904425621032715,nan
42,227,Farthest Insertion,1214.3810939528828,0.09799051284790039,nan
42,228,Nearest Neighbor,1355.061498114499,0.001584768295288086,nan
42,228,Cheapest Insertion,1363.7533804858986,0.16939759254455566,nan
42,228,Farthest Insertion,1214.9537732610218,0.09026813507080078,nan
42,229,Nearest Neighbor,1359.8503946024819,0.00856637954711914,nan
42,229,Cheapest Insertion,1364.6755990153663,0.17871975898742676,nan
42,229,Farthest Insertion,1216.5134179856593,0.1077425479888916,nan
42,230,Nearest Neighbor,1361.1158797519063,0.0076334476470947266,nan
42,230,Cheapest Insertion,1352.7956051989133,0.20193815231323242,nan
42,230,Farthest Insertion,1217.1928897403684,0.11328625679016113,nan
42,231,Nearest Neighbor,1372.5510649880885,0.002110004425048828,nan
42,231,Cheapest Insertion,1350.9178419042312,0.20990324020385742,nan
42,231,Farthest Insertion,1217.2786997522974,0.10982704162597656,nan
42,232,Nearest Neighbor,1379.2635231358483,0.003608226776123047,nan
42,232,Cheapest Insertion,1357.9330408374142,0.23014283180236816,nan
42,232,Farthest Insertion,1220.682600890205,0.10773992538452148,nan
42,233,Nearest Neighbor,1380.8567526476734,0.002176046371459961,nan
42,233,Cheapest Insertion,1359.6062353636805,0.1976487636566162,nan
42,233,Farthest Insertion,1232.2326837991516,0.11376285552978516,nan
42,234,Nearest Neighbor,1381.901653317542,0.014285564422607422,nan
42,234,Cheapest Insertion,1360.737702112585,0.21841859817504883,nan
42,234,Farthest Insertion,1233.3641505480566,0.1234276294708252,nan
42,235,Nearest Neighbor,1382.2148116301762,0.0,nan
42,235,Cheapest Insertion,1361.434540423926,0.21459722518920898,nan
42,235,Farthest Insertion,1228.5728872089337,0.1153109073638916,nan
42,236,Nearest Neighbor,1408.9279417712735,0.012681961059570312,nan
42,236,Cheapest Insertion,1361.554348697867,0.20361709594726562,nan
42,236,Farthest Insertion,1234.2796403317664,0.11255216598510742,nan
42,237,Nearest Neighbor,1409.3850506330305,0.01077413558959961,nan
42,237,Cheapest Insertion,1362.4580568100528,0.19434428215026855,nan
42,237,Farthest Insertion,1235.6805576624236,0.12072372436523438,nan
42,238,Nearest Neighbor,1366.3248255385129,0.015705108642578125,nan
42,238,Cheapest Insertion,1363.4586558172532,0.1954514980316162,nan
42,238,Farthest Insertion,1235.680841126092,0.12023138999938965,nan
42,239,Nearest Neighbor,1367.633717230992,0.004588127136230469,nan
42,239,Cheapest Insertion,1363.5691505651375,0.20081567764282227,nan
42,239,Farthest Insertion,1236.9897328185714,0.12105536460876465,nan
42,240,Nearest Neighbor,1367.647243327753,0.005751609802246094,nan
42,240,Cheapest Insertion,1355.4156230310805,0.19864869117736816,nan
42,240,Farthest Insertion,1232.7280856511754,0.13019037246704102,nan
42,241,Nearest Neighbor,1376.9508944609534,0.0046617984771728516,nan
42,241,Cheapest Insertion,1358.0149490220595,0.2138056755065918,nan
42,241,Farthest Insertion,1239.4997306820826,0.10628247261047363,nan
42,242,Nearest Neighbor,1383.6909716492846,0.0,nan
42,242,Cheapest Insertion,1364.7275656621243,0.2190532684326172,nan
42,242,Farthest Insertion,1254.4016002236447,0.12170076370239258,nan
42,243,Nearest Neighbor,1385.5493007576868,0.014766216278076172,nan
42,243,Cheapest Insertion,1368.8863913993935,0.22161436080932617,nan
42,243,Farthest Insertion,1256.259929332047,0.11351299285888672,nan
42,244,Nearest Neighbor,1341.2871730614143,0.0,nan
42,244,Cheapest Insertion,1379.6379949401364,0.21702003479003906,nan
42,244,Farthest Insertion,1263.815094966238,0.13053393363952637,nan
42,245,Nearest Neighbor,1375.9350129410977,0.0,nan
42,245,Cheapest Insertion,1381.8709381883975,0.22157025337219238,nan
42,245,Farthest Insertion,1271.7362931418543,0.12077784538269043,nan
42,246,Nearest Neighbor,1376.6968613527454,0.0028154850006103516,nan
42,246,Cheapest Insertion,1383.483654709395,0.22771739959716797,nan
42,246,Farthest Insertion,1272.4981415535021,0.14268922805786133,nan
42,247,Nearest Neighbor,1378.096796279849,0.0015494823455810547,nan
42,247,Cheapest Insertion,1386.6392021959912,0.24194741249084473,nan
42,247,Farthest Insertion,1273.1834852531224,0.12573766708374023,nan
42,248,Nearest Neighbor,1380.3336472771548,0.0027964115142822266,nan
42,248,Cheapest Insertion,1394.8031443223747,0.23939156532287598,nan
42,248,Farthest Insertion,1284.7585418872636,0.12501072883605957,nan
42,249,Nearest Neighbor,1392.2545112795262,0.001528024673461914,nan
42,249,Cheapest Insertion,1395.9468378586055,0.23646116256713867,nan
42,249,Farthest Insertion,1288.7422694345023,0.1407761573791504,nan
42,250,Nearest Neighbor,1397.3316546355215,0.002232789993286133,nan
42,250,Cheapest Insertion,1410.8767100584566,0.2489938735961914,nan
42,250,Farthest Insertion,1296.538585676326,0.13036656379699707,nan
42,251,Nearest Neighbor,1400.5126857937298,0.0009450912475585938,nan
42,251,Cheapest Insertion,1410.9568099857902,0.23796796798706055,nan
42,251,Farthest Insertion,1299.719616834534,0.1365978717803955,nan
42,252,Nearest Neighbor,1403.2071598893156,0.00203704833984375,nan
42,252,Cheapest Insertion,1414.4392215558769,0.23978948593139648,nan
42,252,Farthest Insertion,1297.8555872094066,0.13974928855895996,nan
42,253,Nearest Neighbor,1480.7555669117082,0.0008685588836669922,nan
42,253,Cheapest Insertion,1418.2606914570329,0.2556650638580322,nan
42,253,Farthest Insertion,1297.8329569572488,0.1242225170135498,nan
42,254,Nearest Neighbor,1497.0101841197525,0.002056121826171875,nan
42,254,Cheapest Insertion,1419.497139956057,0.2509276866912842,nan
42,254,Farthest Insertion,1300.7550413120966,0.12971138954162598,nan
42,255,Nearest Neighbor,1497.2442744136777,0.005106210708618164,nan
42,255,Cheapest Insertion,1421.3507441881136,0.25618624687194824,nan
42,255,Farthest Insertion,1302.3953136339528,0.13879108428955078,nan
42,256,Nearest Neighbor,1503.3184279534685,0.0021719932556152344,nan
42,256,Cheapest Insertion,1423.791274756097,0.2596414089202881,nan
42,256,Farthest Insertion,1304.835844201936,0.14215421676635742,nan
42,257,Nearest Neighbor,1503.3571352819467,0.0034584999084472656,nan
42,257,Cheapest Insertion,1419.0007564513023,0.2556028366088867,nan
42,257,Farthest Insertion,1298.56077029851,0.1499333381652832,nan
42,258,Nearest Neighbor,1504.6847164673736,0.0020041465759277344,nan
42,258,Cheapest Insertion,1420.328337636729,0.2653217315673828,nan
42,258,Farthest Insertion,1303.2365850536905,0.1432485580444336,nan
42,259,Nearest Neighbor,1505.4820055389112,0.002941131591796875,nan
42,259,Cheapest Insertion,1427.113417175214,0.26148509979248047,nan
42,259,Farthest Insertion,1303.4786008583676,0.15077805519104004,nan
42,260,Nearest Neighbor,1457.8587544408097,0.0012297630310058594,nan
42,260,Cheapest Insertion,1432.5300192213035,0.27312660217285156,nan
42,260,Farthest Insertion,1308.8639419309843,0.14977359771728516,nan
42,261,Nearest Neighbor,1464.3200043691618,0.002127408981323242,nan
42,261,Cheapest Insertion,1438.991269149656,0.2720608711242676,nan
42,261,Farthest Insertion,1315.3251918593369,0.1360936164855957,nan
42,262,Nearest Neighbor,1482.2431921739794,0.0013082027435302734,nan
42,262,Cheapest Insertion,1454.324638210421,0.27860379219055176,nan
42,262,Farthest Insertion,1336.5123167627812,0.1513676643371582,nan
42,263,Nearest Neighbor,1483.0856076484297,0.0034897327423095703,nan
42,263,Cheapest Insertion,1456.9317226071237,0.28185224533081055,nan
42,263,Farthest Insertion,1338.5799612403239,0.15212464332580566,nan
42,264,Nearest Neighbor,1483.3953422600466,0.0038917064666748047,nan
42,264,Cheapest Insertion,1453.999319811694,0.28708958625793457,nan
42,264,Farthest Insertion,1338.8896958519408,0.1636488437652588,nan
42,265,Nearest Neighbor,1471.8917265598373,0.0025374889373779297,nan
42,265,Cheapest Insertion,1459.2411289754014,0.2874767780303955,nan
42,265,Farthest Insertion,1337.978558974597,0.15566492080688477,nan
42,266,Nearest Neighbor,1458.900710686617,0.0012857913970947266,nan
42,266,Cheapest Insertion,1473.6802251669249,0.3254520893096924,nan
42,266,Farthest Insertion,1338.0806390508214,0.1652834415435791,nan
